salary_min_BGP,salary_max_BGP,joblocation,joblocation_num,Internship,education,experience,Average_salary,company_style,company_scale,job_industry,job_classification
27272,40909,Beijing,First-tier city,No,Bachelor,3 years,medium,Foreign(EU & US),1000-5000,Engineering/Electronic technology,Senior software engineer
34090,40909,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
20454,27272,Shanghai,First-tier city,No,College degree,5 years,medium,Joint venture,1000-5000,Computer Software/Hardware,Senior software engineer
9545,19090,Chongqing,Second-tier city,No,College degree,5 years,medium,Private-owned,50-150,Others,Senior software engineer
16363,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,1000-5000,E-commerce,Software Engineer
34090,47727,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,E-commerce,Internet Software Development Engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Web front-end development
8181,13636,Beijing,First-tier city,No,Bachelor,Fresh graduate,low,Private-owned,50-150,Engineering/Electronic technology,Software Engineer
9545,13636,Shanghai,First-tier city,No,College degree,1 year,medium,Private-owned,Less than 50,Engineering/Electronic technology,Java Developer
16363,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Education,Senior software engineer
13636,21818,Beijing,First-tier city,No,College degree,5 years,medium,Private-owned,50-150,Others,Senior software engineer
20454,34090,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,150-500,E-commerce,Software Engineer
20454,27272,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Others,Senior software engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,5 years,medium,Foreign (except EU & US),Less than 50,E-commerce,Senior software engineer
13636,21818,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,Over 10k,Computer Software/Hardware,Java Developer
10909,13636,Chongqing,Second-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,Professional service,Software Engineer
10909,21818,Beijing,First-tier city,No,Bachelor,2 years,medium,Private-owned,500-1000,Education,Senior software engineer
9545,16363,Shanghai,First-tier city,No,College degree,2 years,medium,Private-owned,50-150,Computer services,Software Engineer
27272,40909,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Communications/Telecommunications/Network equipment,Senior software engineer
10909,20454,Shanghai,First-tier city,No,College degree,2 years,medium,Private-owned,Less than 50,E-commerce,Internet Software Development Engineer
27272,40909,Beijing,First-tier city,No,Bachelor,5 years,medium,State-owned,50-150,Finance,Internet Software Development Engineer
10909,20454,Shanghai,First-tier city,No,Bachelor,2 years,medium,Joint venture,1000-5000,Computer services,Software Engineer
10909,13636,Chongqing,Second-tier city,No,College degree,3 years,medium,Private-owned,150-500,Education,Others
16363,34090,Shanghai,First-tier city,No,Bachelor,3 years,medium,Listed,Over 10k,Equipment,Technical support/maintenance engineer
27272,40909,Shanghai,First-tier city,No,Bachelor,5 years,medium,Foreign(EU & US),50-150,E-commerce,Others
13636,34090,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,Medical/Biological Engineering,Internet Software Development Engineer
16363,27272,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
10909,16363,Beijing,First-tier city,Yes,Bachelor,Fresh graduate,medium,Listed,1000-5000,Communications/Telecommunications/Network equipment,Software Engineer
9545,13636,Beijing,First-tier city,No,Bachelor,Fresh graduate,medium,Listed,1000-5000,Communications/Telecommunications/Network equipment,Software Engineer
10909,20454,Beijing,First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Communications/Telecommunications/Network equipment,Software Engineer
6818,13636,Chongqing,Second-tier city,No,Bachelor,Fresh graduate,low,Listed,1000-5000,Communications/Telecommunications/Network equipment,Software Engineer
13636,17727,Chongqing,Second-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Computer Software/Hardware,Software Engineer
13636,27272,Beijing,First-tier city,No,Bachelor,3 years,medium,State-owned,500-1000,Communications/Telecommunications/Network equipment,Software Engineer
24545,49090,Beijing,First-tier city,No,Bachelor,Not Required,medium,Private-owned,5000-10000,E-commerce,Java Developer
20454,34090,Shanghai,First-tier city,No,Master,3 years,medium,Private-owned,50-150,E-commerce,Java Developer
13636,20454,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,E-commerce,Senior software engineer
20454,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Equipment,Senior software engineer
13636,20454,Beijing,First-tier city,No,College degree,2 years,medium,Private-owned,50-150,E-commerce,Java Developer
27272,40909,Shanghai,First-tier city,No,Bachelor,5 years,medium,Listed,50-150,Medical/Biological Engineering,Senior software engineer
20454,40909,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,E-commerce,Senior software engineer
13636,20454,Beijing,First-tier city,No,College degree,5 years,medium,Private-owned,150-500,Computer Software/Hardware,Java Developer
34090,45454,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Finance,System architect
54545,68181,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,E-commerce,System architect
13636,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Others,Software Engineer
20454,27272,Shanghai,First-tier city,No,Bachelor,5 years,medium,Listed,50-150,Communications/Telecommunications/Network equipment,Senior software engineer
20454,34090,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Finance,Senior software engineer
8181,10909,Chongqing,Second-tier city,No,College degree,3 years,low,Joint venture,Over 10k,Equipment,Others
8181,13636,Beijing,First-tier city,No,Bachelor,1 year,low,Listed,150-500,Engineering/Electronic technology,Software Engineer
10909,13636,Tianjin,Other First-tier city,No,Bachelor,3 years,medium,Joint venture,5000-10000,Computer Software/Hardware,Software Engineer
13636,16363,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Computer Software/Hardware,Others
20454,27272,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,Computer services,Senior software engineer
13636,24545,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Computer Software/Hardware,Internet Software Development Engineer
20454,31363,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,1000-5000,Finance,Software Engineer
13636,27272,Shanghai,First-tier city,No,College degree,5 years,medium,Listed,1000-5000,Medical/Biological Engineering,Senior software engineer
10909,13636,Beijing,First-tier city,No,College degree,2 years,medium,Listed,500-1000,Computer Software/Hardware,Senior software engineer
19090,32727,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Computer Software/Hardware,Senior software engineer
16363,21818,Beijing,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Education,Java Developer
13636,27272,Chongqing,Second-tier city,No,College degree,5 years,medium,Private-owned,50-150,E-commerce,Java Developer
16363,27272,Nanjing,Other First-tier city,No,Bachelor,3 years,medium,State-owned,500-1000,Education,Java Developer
24545,34090,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
6818,10909,Changchun,Third-tier city,No,Bachelor,3 years,low,Private-owned,Less than 50,Service,Software Engineer
20454,27272,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,1000-5000,Others,Internet Software Development Engineer
8181,20454,Jinhua,Third-tier city,No,Bachelor,1 year,medium,Private-owned,50-150,Computer Software/Hardware,Java Developer
15000,27272,Beijing,First-tier city,No,Bachelor,1 year,medium,Private-owned,150-500,Computer Software/Hardware,Software Engineer
20454,27272,Shanghai,First-tier city,No,Bachelor,5 years,medium,Foreign(EU & US),150-500,Service,Senior software engineer
13636,27272,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,E-commerce,Software Engineer
27272,34090,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Others,Senior software engineer
11363,17045,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,Less than 50,E-commerce,Senior software engineer
9545,16363,Shanghai,First-tier city,No,College degree,1 year,medium,Private-owned,50-150,Medical/Biological Engineering,Software Engineer
13636,20454,Shanghai,First-tier city,No,College degree,5 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
22727,34090,Beijing,First-tier city,No,Bachelor,2 years,medium,Joint venture,150-500,E-commerce,Internet Software Development Engineer
13636,20454,Beijing,First-tier city,No,Bachelor,2 years,medium,State-owned,50-150,E-commerce,Senior software engineer
13636,27272,Beijing,First-tier city,No,Bachelor,3 years,medium,State-owned,500-1000,Computer Software/Hardware,Software Engineer
20454,27272,Beijing,First-tier city,No,College degree,5 years,medium,State-owned,1000-5000,Computer Software/Hardware,System architect
34090,54545,Shanghai,First-tier city,No,Bachelor,5 years,medium,Listed,1000-5000,E-commerce,System architect
16363,27272,Chongqing,Second-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Others,Java Developer
10909,16363,Shanghai,First-tier city,No,College degree,2 years,medium,Foreign (except EU & US),150-500,Equipment,Java Developer
10909,16363,Shanghai,First-tier city,No,College degree,3 years,medium,Foreign (except EU & US),50-150,E-commerce,Internet Software Development Engineer
20454,34090,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Finance,Senior software engineer
20454,34090,Beijing,First-tier city,No,Bachelor,5 years,medium,New,50-150,Computer Software/Hardware,Senior software engineer
10909,20454,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,Medical/Biological Engineering,Internet Software Development Engineer
10909,13636,Tianjin,Other First-tier city,No,Bachelor,1 year,medium,Private-owned,Less than 50,E-commerce,Software Engineer
27272,40909,Beijing,First-tier city,No,Bachelor,8 years,medium,State-owned,1000-5000,Computer Software/Hardware,Manager
27272,54545,Shanghai,First-tier city,No,Bachelor,3 years,medium,Joint venture,Over 10k,Communications/Telecommunications/Network equipment,Software Engineer
10909,16363,Beijing,First-tier city,No,College degree,1 year,medium,Private-owned,50-150,Computer services,Software Engineer
20454,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,State-owned,1000-5000,Finance,Senior software engineer
6136,8181,Tianjin,Other First-tier city,No,Not Required,Fresh graduate,low,Private-owned,Less than 50,Equipment,Software Engineer
20454,34090,Shanghai,First-tier city,No,Bachelor,3 years,medium,State-owned,50-150,Engineering/Electronic technology,Senior software engineer
24545,40909,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,E-commerce,Internet Software Development Engineer
9545,24545,Beijing,First-tier city,No,College degree,Fresh graduate,medium,Private-owned,50-150,Equipment,Internet Software Development Engineer
16363,24545,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Computer services,Senior software engineer
10909,20454,Tianjin,Other First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
10909,16363,Shanghai,First-tier city,No,College degree,2 years,medium,Foreign (except EU & US),50-150,Computer services,Software Engineer
8181,10909,Beijing,First-tier city,No,College degree,Fresh graduate,low,Private-owned,150-500,Education,Others
13636,24545,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
40909,54545,Shenzhen,Other First-tier city,No,Not Required,Not Required,medium,Private-owned,Less than 50,Gaming,Internet Software Development Engineer
8181,10909,Beijing,First-tier city,No,College degree,2 years,low,Private-owned,Less than 50,Computer Software/Hardware,Internet Software Development Engineer
20454,40909,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Education,Senior software engineer
20454,27272,Shanghai,First-tier city,No,College degree,5 years,medium,Private-owned,150-500,Others,Internet Software Development Engineer
5454,8181,Chongqing,Second-tier city,No,College degree,2 years,low,Private-owned,150-500,Computer services,Software Engineer
17727,27272,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Equipment,Software Engineer
12272,19090,Shanghai,First-tier city,No,College degree,2 years,medium,Foreign (except EU & US),50-150,Engineering/Electronic technology,Internet Software Development Engineer
8181,10909,Shanghai,First-tier city,No,College degree,2 years,low,Joint venture,150-500,Communications/Telecommunications/Network equipment,Java Developer
6818,20454,Shanghai,First-tier city,No,College degree,3 years,medium,New,50-150,Computer Software/Hardware,Senior software engineer
20454,27272,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Medical/Biological Engineering,Java Developer
19090,32727,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
8181,16363,Chongqing,Second-tier city,No,College degree,2 years,medium,Private-owned,1000-5000,Service,Internet Software Development Engineer
27272,40909,Beijing,First-tier city,No,Bachelor,8 years,medium,Private-owned,50-150,Others,Senior software engineer
20454,34090,Shanghai,First-tier city,No,College degree,5 years,medium,Joint venture,50-150,Finance,Senior software engineer
20454,27272,Shanghai,First-tier city,No,Bachelor,5 years,medium,New,Less than 50,Equipment,Senior software engineer
10909,19090,Chongqing,Second-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
20454,27272,Beijing,First-tier city,No,College degree,5 years,medium,Private-owned,Less than 50,E-commerce,Senior software engineer
4090,6136,Beijing,First-tier city,Yes,Bachelor,Fresh graduate,low,Private-owned,Less than 50,Finance,Others
8181,10909,Shanghai,First-tier city,No,College degree,1 year,low,Listed,50-150,Communications/Telecommunications/Network equipment,Internet Software Development Engineer
10909,16363,Shanghai,First-tier city,No,Bachelor,1 year,medium,Foreign (except EU & US),150-500,Finance,Others
10909,20454,Chongqing,Second-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Software Engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,1 year,medium,Foreign (except EU & US),150-500,Others,Internet Software Development Engineer
20454,27272,Shanghai,First-tier city,No,College degree,5 years,medium,Private-owned,Over 10k,Others,Senior software engineer
10909,13636,Beijing,First-tier city,No,Bachelor,3 years,medium,Foreign (except EU & US),5000-10000,Communications/Telecommunications/Network equipment,Software Engineer
12272,15000,Beijing,First-tier city,No,College degree,3 years,medium,Private-owned,500-1000,Computer Software/Hardware,Software Engineer
6136,9545,Tianjin,Other First-tier city,No,College degree,1 year,low,Private-owned,50-150,Communications/Telecommunications/Network equipment,Software Engineer
19090,27272,Shanghai,First-tier city,No,Bachelor,5 years,medium,New,50-150,E-commerce,Internet Software Development Engineer
27272,34090,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Gaming,Java Developer
5454,8181,Tianjin,Other First-tier city,No,College degree,1 year,low,Private-owned,150-500,Others,Software Engineer
20454,34090,Beijing,First-tier city,No,Bachelor,2 years,medium,Private-owned,Less than 50,Computer services,Senior software engineer
8181,10909,Tianjin,Other First-tier city,No,Bachelor,Fresh graduate,low,Private-owned,500-1000,Medical/Biological Engineering,Software Engineer
27272,40909,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Computer Software/Hardware,Others
16363,30000,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,1000-5000,Education,Internet Software Development Engineer
8181,10909,Shanghai,First-tier city,Yes,Bachelor,Fresh graduate,low,Private-owned,150-500,Others,Software Engineer
13636,20454,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Computer services,Senior software engineer
27272,40909,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Medical/Biological Engineering,Senior software engineer
34090,45454,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Computer services,System architect
10909,20454,Shanghai,First-tier city,No,College degree,2 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
13636,20454,Chongqing,Second-tier city,No,College degree,3 years,medium,State-owned,Over 10k,Communications/Telecommunications/Network equipment,Technical support/maintenance engineer
24545,31363,Shanghai,First-tier city,No,Bachelor,5 years,medium,Joint venture,500-1000,Engineering/Electronic technology,Manager
20454,34090,Shanghai,First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Equipment,Senior software engineer
27272,40909,Beijing,First-tier city,No,Not Required,Not Required,medium,Private-owned,150-500,Equipment,Java Developer
8181,20454,Beijing,First-tier city,No,Bachelor,2 years,medium,Private-owned,1000-5000,Computer Software/Hardware,Others
13636,27272,Shanghai,First-tier city,No,Bachelor,1 year,medium,Private-owned,50-150,Medical/Biological Engineering,Java Developer
17727,24545,Beijing,First-tier city,No,Bachelor,5 years,medium,State-owned,Over 10k,Computer services,Manager
34090,68181,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,1000-5000,Education,Java Developer
13636,20454,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
20454,27272,Beijing,First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Computer Software/Hardware,Java Developer
27272,40909,Beijing,First-tier city,No,Bachelor,5 years,medium,Listed,5000-10000,Equipment,System architect
12272,19090,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer services,Senior software engineer
20454,27272,Beijing,First-tier city,No,Bachelor,5 years,medium,State-owned,1000-5000,Computer Software/Hardware,Java Developer
20454,47727,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,500-1000,Others,Java Developer
24545,34090,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,E-commerce,Java Developer
13636,20454,Beijing,First-tier city,No,Bachelor,3 years,medium,Listed,150-500,Computer Software/Hardware,Software Engineer
8181,16363,Hangzhou,Other First-tier city,No,Bachelor,Fresh graduate,medium,Joint venture,1000-5000,Computer services,Software Engineer
27272,34090,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Education,Senior software engineer
13636,34090,Shanghai,First-tier city,No,Bachelor,4 years,medium,Private-owned,50-150,Communications/Telecommunications/Network equipment,Internet Software Development Engineer
10909,13636,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Others,Internet Software Development Engineer
40909,68181,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Gaming,Senior software engineer
12272,21818,Chongqing,Second-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
34090,54545,Shanghai,First-tier city,No,Bachelor,8 years,medium,Private-owned,150-500,Others,System architect
6818,13636,Chongqing,Second-tier city,No,Bachelor,1 year,low,Private-owned,50-150,Computer services,Software Engineer
12272,24545,Beijing,First-tier city,No,Bachelor,2 years,medium,State-owned,1000-5000,Gaming,Software Engineer
12272,17727,Chongqing,Second-tier city,No,College degree,3 years,medium,Private-owned,50-150,Computer services,Senior software engineer
27272,54545,Shanghai,First-tier city,No,Bachelor,3 years,medium,Foreign(EU & US),150-500,E-commerce,Senior software engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer services,Software Engineer
27272,47727,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,E-commerce,Senior software engineer
27272,40909,Shanghai,First-tier city,No,College degree,5 years,medium,Private-owned,Less than 50,Service,Web front-end development
10909,20454,Shanghai,First-tier city,No,College degree,3 years,medium,Joint venture,50-150,Engineering/Electronic technology,Java Developer
8181,27272,Shanghai,First-tier city,No,College degree,1 year,medium,Private-owned,50-150,Finance,Software Engineer
8181,10909,Nantong,Third-tier city,No,Bachelor,1 year,low,Listed,50-150,Computer services,Software Engineer
27272,40909,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Computer Software/Hardware,Senior software engineer
30000,36818,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,E-commerce,Senior software engineer
15000,17727,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
10909,20454,Shanghai,First-tier city,No,Bachelor,2 years,medium,Joint venture,150-500,Medical/Biological Engineering,Software Engineer
10909,16363,Shanghai,First-tier city,No,Bachelor,3 years,medium,Foreign (except EU & US),500-1000,Finance,Software Engineer
8181,10909,Shanghai,First-tier city,No,Bachelor,1 year,low,Private-owned,Less than 50,Computer Software/Hardware,ERP
20454,34090,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,E-commerce,Internet Software Development Engineer
27272,54545,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Engineering/Electronic technology,Senior software engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,3 years,medium,Listed,150-500,E-commerce,Java Developer
20454,27272,Beijing,First-tier city,No,Master,no experience,medium,State-owned,500-1000,Communications/Telecommunications/Network equipment,Java Developer
13636,21818,Shanghai,First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Computer services,Software Engineer
16363,24545,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,Medical/Biological Engineering,Software Engineer
10909,15000,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,5000-10000,Finance,Senior software engineer
27272,34090,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,E-commerce,Internet Software Development Engineer
16363,24545,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Software Engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Finance,Software Engineer
27272,34090,Chongqing,Second-tier city,No,Bachelor,3 years,medium,Private-owned,Over 10k,E-commerce,Software Engineer
20454,27272,Shanghai,First-tier city,No,College degree,2 years,medium,Private-owned,50-150,Computer Software/Hardware,Java Developer
22727,34090,Shanghai,First-tier city,No,Bachelor,3 years,medium,Listed,500-1000,Finance,Software Engineer
16363,24545,Beijing,First-tier city,No,Bachelor,3 years,medium,Listed,5000-10000,E-commerce,Internet Software Development Engineer
10909,20454,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Gaming,Internet Software Development Engineer
10909,20454,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Equipment,Senior software engineer
34090,40909,Xi an,Other First-tier city,No,College degree,2 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
13636,20454,Shanghai,First-tier city,No,College degree,5 years,medium,Private-owned,50-150,Others,Internet Software Development Engineer
10909,16363,Shanghai,First-tier city,No,College degree,1 year,medium,Private-owned,150-500,Equipment,Software Engineer
10909,20454,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Communications/Telecommunications/Network equipment,Technical support/maintenance engineer
16363,32727,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Professional service,Software Engineer
20454,34090,Beijing,First-tier city,No,Bachelor,3 years,medium,Listed,150-500,E-commerce,Senior software engineer
20454,27272,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Equipment,Senior software engineer
20454,40909,Shanghai,First-tier city,No,Bachelor,5 years,medium,Joint venture,50-150,E-commerce,Senior software engineer
20454,40909,Shanghai,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Engineering/Electronic technology,Senior software engineer
10909,13636,Beijing,First-tier city,No,College degree,no experience,medium,Private-owned,500-1000,Computer Software/Hardware,Others
13636,24545,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,50-150,E-commerce,Java Developer
20454,27272,Beijing,First-tier city,No,Bachelor,1 year,medium,Private-owned,50-150,E-commerce,Software Engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,E-commerce,Software Engineer
10909,13636,Beijing,First-tier city,No,Bachelor,Fresh graduate,medium,Private-owned,Less than 50,E-commerce,Software Engineer
13636,20454,Chongqing,Second-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Others,Web front-end development
8181,10909,Chongqing,Second-tier city,No,Bachelor,1 year,low,Private-owned,50-150,Finance,Software Engineer
16363,24545,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Equipment,Senior software engineer
24545,31363,Beijing,First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,E-commerce,Java Developer
9545,17727,Beijing,First-tier city,No,Bachelor,1 year,medium,Private-owned,Less than 50,E-commerce,Software Engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Finance,Internet Software Development Engineer
20454,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,E-commerce,Senior software engineer
13636,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Software Engineer
16363,21818,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Internet Software Development Engineer
10909,13636,Shanghai,First-tier city,No,College degree,2 years,medium,Joint venture,Less than 50,Professional service,Senior software engineer
20454,54545,Shanghai,First-tier city,No,Not Required,1 year,medium,Private-owned,500-1000,Engineering/Electronic technology,Senior software engineer
13636,20454,Shanghai,First-tier city,No,College degree,2 years,medium,Private-owned,50-150,E-commerce,Software Engineer
10909,13636,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Engineering/Electronic technology,Software Engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,1000-5000,Service,Others
16363,24545,Shanghai,First-tier city,No,College degree,2 years,medium,Private-owned,50-150,Gaming,Java Developer
10909,20454,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,Less than 50,Communications/Telecommunications/Network equipment,Software Engineer
20454,40909,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,500-1000,Professional service,Technical support/maintenance engineer
20454,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Internet Software Development Engineer
13636,17727,Shanghai,First-tier city,No,College degree,2 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
13636,20454,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
10909,13636,Shanghai,First-tier city,No,College degree,2 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
20454,34090,Beijing,First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Communications/Telecommunications/Network equipment,Software Engineer
20454,27272,Beijing,First-tier city,No,College degree,3 years,medium,Joint venture,1000-5000,Others,Senior software engineer
8181,10909,Shanghai,First-tier city,No,Bachelor,1 year,low,Joint venture,150-500,Service,Java Developer
8181,20454,Beijing,First-tier city,No,Bachelor,1 year,medium,Listed,150-500,Computer services,Java Developer
17727,27272,Shanghai,First-tier city,No,Bachelor,3 years,medium,State-owned,150-500,Others,Java Developer
16363,24545,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,E-commerce,Java Developer
13636,20454,Shanghai,First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Professional service,Java Developer
17727,19090,Shanghai,First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Computer services,Others
13636,20454,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Others,Java Developer
27272,54545,Shanghai,First-tier city,No,Bachelor,5 years,medium,Listed,Over 10k,Others,Senior software engineer
5454,8181,Beijing,First-tier city,Yes,Bachelor,Fresh graduate,low,New,500-1000,Finance,Java Developer
10909,13636,Shanghai,First-tier city,No,Bachelor,Not Required,medium,Foreign (except EU & US),150-500,Engineering/Electronic technology,Software Engineer
27272,47727,Beijing,First-tier city,No,Bachelor,3 years,medium,Foreign (except EU & US),150-500,Computer Software/Hardware,Senior software engineer
13636,27272,Shanghai,First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Gaming,Java Developer
16363,21818,Third-tier city,Third-tier city,No,Bachelor,5 years,medium,State-owned,Less than 50,Computer Software/Hardware,Senior software engineer
13636,20454,Shanghai,First-tier city,No,Bachelor,Fresh graduate,medium,Listed,500-1000,Others,Software Engineer
