jobname,salary_min_BGP,salary_max_BGP,joblocation,Internship,education,experience,Average_salary,company_style,company_scale,job_industry,job_classification,salary_grade,,,,,,,
Java高级开发工程师,6818,10909,Shenyang,No,College degree,3 years,8863,Private-owned,150-500,E-commerce,Senior software engineer,low,,,,,,,
Java初级开发工程师,10909,16363,Taiyuan,No,Bachelor,2 years,13636,Private-owned,1000-5000,Medical,Database Engineer / Administrator,medium,,,,,,,
JAVA中级开发工程师,8181,12272,Kunming,No,College degree,2 years,10226,Private-owned,50-150,Computer Software/Hardware,Software engineer,low,,,,,,,
java软件开发实习生,2045,2727,Dalian,Yes,College degree,Fresh graduate,2386,Private-owned,150-500,E-commerce,Software engineer,low,,,,,,,
Java开发工程师,6818,10909,Changchun,No,College degree,Fresh graduate,8863,Listed,500-1000,Computer Software/Hardware,Software engineer,low,,,,,,,
JAVA高级开发工程师,13636,20454,Ha er bin,No,College degree,3 years,17045,Private-owned,50-150,Computer Software/Hardware,Java Developer,medium,,,,,,,
java开发（环保项目）,8181,12272,Shenyang,No,Bachelor,3 years,10226,Private-owned,1000-5000,Computer Software/Hardware,Software engineer,low,,,,,,,
中/高级JAVA工程师（后端开发）,8181,20454,Kunming,No,College degree,1 year,14317,Private-owned,50-150,E-commerce,Internet Software Development Engineer,medium,,,,,,,
JAVA初级开发工程师,4090,6136,Shenyang,No,Bachelor,1 year,5113,State-owned,150-500,Communications/Telecommunications/Network equipment,Software engineer,low,,,,,,,
Java开发工程师,8181,10909,Shenyang,No,Bachelor,1 year,9545,Private-owned,1000-5000,Computer Software/Hardware,Software engineer,low,,,,,,,
对日软件开发工程师(Java/.Net/C),13636,20454,Dalian,No,College degree,2 years,17045,Foreign(EU & US),Over 10k,Computer services,Senior software engineer,medium,,,,,,,
Java初级开发工程师（五险双休+员工宿舍）,6136,8181,Dalian,No,College degree,Fresh graduate,7158,Private-owned,Less than 50,Computer Software/Hardware,Test engineer,low,,,,,,,
Java开发工程师,13636,20454,Qingdao,No,Bachelor,3 years,17045,Private-owned,50-150,Outsourcing,Software engineer,medium,,,,,,,
中级JAVA开发工程师,6818,8181,Shenyang,No,Bachelor,2 years,7499,Private-owned,Less than 50,Communications/Telecommunications/Network equipment,Senior software engineer,low,,,,,,,
Java开发工程师(长春）,9545,13636,Changchun,No,College degree,2 years,11590,Private-owned,50-150,Computer Software/Hardware,Software engineer,low,,,,,,,
Java高级开发工程师,20454,27272,Kunming,No,Not Required,5 years,23863,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师,5454,10909,Dalian,No,Bachelor,3 years,8181,Private-owned,50-150,Industrial Automation,Internet Software Development Engineer,low,,,,,,,
对日Java开发工程师 (职位编号：30040),8181,10909,Dalian,No,College degree,2 years,9545,Private-owned,Less than 50,Domestic services,Software engineer,low,,,,,,,
"(java,c#,.net)web开发工程师-日本出差",20454,27272,Dalian,No,Bachelor,2 years,23863,Private-owned,Less than 50,Professional service,Web front-end development,medium,,,,,,,
Java高级开发工程师,11363,17045,Kunming,No,Bachelor,3 years,14204,State-owned,150-500,Tourism,Senior software engineer,medium,,,,,,,
Java/C++工程师,8181,13636,Dalian,No,Not Required,1 year,10908,Private-owned,Less than 50,Outsourcing,Software engineer,low,,,,,,,
java高级软件工程师,8181,10909,Dalian,No,College degree,3 years,9545,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer,low,,,,,,,
急招Java/android实习生,4772,7500,Dalian,Yes,College degree,Not Required,6136,Private-owned,150-500,Computer Software/Hardware,Software engineer,low,,,,,,,
Java中级开发工程师,8181,12272,Kunming,No,College degree,2 years,10226,Private-owned,150-500,Wholesale and retail,Software engineer,low,,,,,,,
Java开发工程师,10909,20454,Dalian,No,College degree,5 years,15681,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,medium,,,,,,,
公司直招 高级java开发工程师,13636,20454,Dalian,No,Bachelor,5 years,17045,Private-owned,150-500,Computer services,Internet Software Development Engineer,medium,,,,,,,
Java中级工程师,6818,10909,Taiyuan,No,College degree,1 year,8863,Private-owned,50-150,Computer Software/Hardware,Internet Software Development Engineer,low,,,,,,,
Java，.net Android iOS 工程师,22727,34090,Dalian,No,Bachelor,Not Required,28408,Private-owned,Less than 50,Professional service,Senior software engineer,high,,,,,,,
java转PHP,20454,27272,Dalian,No,Bachelor,2 years,23863,Private-owned,50-150,Electronic technology,Software engineer,medium,,,,,,,
Java开发工程师,10909,16363,Kunming,No,College degree,3 years,13636,Foreign(EU & US),50-150,Computer Software/Hardware,Software engineer,medium,,,,,,,
对日java开发工程师,9545,13636,Dalian,No,Bachelor,3 years,11590,Private-owned,Less than 50,Computer services,Software engineer,low,,,,,,,
Java开发工程师-大连,10909,23181,Dalian,No,Bachelor,3 years,17045,Foreign (except EU & US),1000-5000,Computer Software/Hardware,Java Developer,medium,,,,,,,
初级Java软件工程师(实习) ,6136,8181,Kunming,Yes,Bachelor,Fresh graduate,7158,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,low,,,,,,,
IT工程师技术员Java，PHP，c#等,16363,54545,Wuhan,No,Bachelor,1 year,35454,Private-owned,Less than 50,Computer Software/Hardware,System engineer,high,,,,,,,
Java高级开发工程师（tl）,16363,20454,Dalian,No,Bachelor,5 years,18408,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
java .net 后端程序员,8181,13636,Kunming,No,Bachelor,2 years,10908,Private-owned,50-150,Computer services,Mobile Development Engineer,low,,,,,,,
Java开发工程师,8181,10909,Shenyang,No,College degree,3 years,9545,Private-owned,1000-5000,Engineering,Software engineer,low,,,,,,,
Java中级研工,5454,8181,Shenyang,No,College degree,3 years,6817,Private-owned,50-150,Engineering,Software engineer,low,,,,,,,
Java开发工程师 D,20454,34090,Changchun,No,Bachelor,5 years,27272,Private-owned,50-150,Finance,Senior software engineer,high,,,,,,,
后台开发工程师（Java）,6818,13636,Kunming,No,Bachelor,3 years,10227,Private-owned,50-150,Computer services,Software engineer,low,,,,,,,
JAVA开发工程师,8181,13636,Dalian,No,College degree,3 years,10908,Private-owned,50-150,Education,Software engineer,low,,,,,,,
Java开发工程师,8181,16363,Changchun,No,Bachelor,3 years,12272,Private-owned,50-150,Computer services,Senior software engineer,medium,,,,,,,
Java开发工程师,4090,6818,Shenyang,No,Bachelor,1 year,5454,Private-owned,1000-5000,Automobile Accessories,Software engineer,low,,,,,,,
Java开发工程师 (职位编号：001),6818,13636,Ha er bin,No,College degree,2 years,10227,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer,low,,,,,,,
JAVA对日开发软件工程师（工作地点：高新区）,8181,13636,Dalian,No,College degree,1 year,10908,Private-owned,500-1000,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发工程师(西安),10909,13636,Xi an,No,College degree,2 years,12272,Private-owned,Less than 50,E-commerce,Software engineer,medium,,,,,,,
Java高级开发工程师,13636,20454,Taiyuan,No,Bachelor,3 years,17045,Private-owned,Less than 50,Communications/Telecommunications/Network equipment,Senior software engineer,medium,,,,,,,
JAVA开发工程师(000745)（长春） (职位编号：000745),8181,10909,Changchun,No,Bachelor,Fresh graduate,9545,State-owned,150-500,Electronic technology,Senior software engineer,low,,,,,,,
JAVA开发工程师(000838)（昆明） (职位编号：000838),10909,13636,Kunming,No,Bachelor,Not Required,12272,State-owned,150-500,Furniture,Software engineer,medium,,,,,,,
Java开发工程师（接受转行）,20454,27272,Dalian,No,College degree,Fresh graduate,23863,Private-owned,50-150,Computer Software/Hardware,Internet Software Development Engineer,medium,,,,,,,
Java工程师（jp）,16363,68181,Dalian,No,College degree,1 year,42272,Private-owned,50-150,Computer Software/Hardware,Senior Internet Software Development Engineer,high,,,,,,,
Java开发实习生,10909,13636,Changchun,Yes,Bachelor,Fresh graduate,12272,Foreign(EU & US),150-500,Computer Software/Hardware,Java Developer,medium,,,,,,,
Java架构师,13636,20454,Dalian,No,Bachelor,5 years,17045,Private-owned,150-500,Transportation,System architect,medium,,,,,,,
（对日）java软件工程师,10909,17727,Dalian,No,College degree,3 years,14318,Foreign (except EU & US),Less than 50,E-commerce,Senior software engineer,medium,,,,,,,
对日java软件工程师,6818,10909,Dalian,No,College degree,1 year,8863,Listed,1000-5000,E-commerce,Software engineer,low,,,,,,,
Java开发工程师,6818,13636,Shenyang,No,College degree,3 years,10227,Private-owned,Less than 50,Computer services,Senior software engineer,low,,,,,,,
软件开发工程师（java）,8181,13636,Kunming,No,College degree,1 year,10908,Private-owned,Less than 50,E-commerce,Senior software engineer,low,,,,,,,
中高级Java开发（01）,10909,19090,Kunming,No,College degree,2 years,14999,Listed,1000-5000,Computer Software/Hardware,Software engineer,medium,,,,,,,
中级JAVA开发工程师（上市公司+五险一金+带薪年假）,10909,13636,Kunming,No,College degree,2 years,12272,Listed,1000-5000,Computer Software/Hardware,Software engineer,medium,,,,,,,
JAVA架构师-美企-研发中心,27272,34090,Dalian,No,Bachelor,5 years,30681,Private-owned,150-500,Computer Software/Hardware,System architect,high,,,,,,,
对日Java软件工程师,5454,13636,Dalian,No,Bachelor,3 years,9545,Private-owned,50-150,Computer services,Software engineer,low,,,,,,,
Java开发工程师,13636,20454,Kunming,No,College degree,5 years,17045,Private-owned,50-150,Accounting,Senior software engineer,medium,,,,,,,
Java开发工程师,9545,12272,Dalian,No,Bachelor,3 years,10908,Private-owned,50-150,Tourism,Java Developer,low,,,,,,,
Java开发工程师,10909,16363,Kunming,No,College degree,2 years,13636,Private-owned,1000-5000,Real estate,Internet Software Development Engineer,medium,,,,,,,
产品研发中心-JAVA中级软件工程师（大连）,8181,10909,Dalian,No,Bachelor,2 years,9545,State-owned,150-500,Communications/Telecommunications/Network equipment,Software engineer,low,,,,,,,
Java Engineer for Project Delphi - Tax & Business Advisory Services - Dalian (职位编号：CN176774),10909,20454,Dalian,No,Bachelor,2 years,15681,Joint venture,500-1000,Accounting,Software engineer,medium,,,,,,,
Java后端开发工程师(昆明）,10909,20454,Kunming,No,Bachelor,3 years,15681,State-owned,150-500,Computer Software/Hardware,Software engineer,medium,,,,,,,
IT培训老师（UI/JAVA/web前端等） (职位编号：18),10909,16363,Taiyuan,No,Bachelor,no experience,13636,Private-owned,Over 10k,Education,Lecturer/Teacher,medium,,,,,,,
Java中级开发工程师,8181,10909,Kunming,No,Bachelor,3 years,9545,Private-owned,50-150,Computer services,Senior software engineer,low,,,,,,,
高级Java开发工程师,10909,13636,Ha er bin,No,Bachelor,5 years,12272,Joint venture,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
对日java开发,10909,13636,Dalian,No,College degree,3 years,12272,Private-owned,50-150,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Dalian,No,Bachelor,3 years,17045,Foreign (except EU & US),5000-10000,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
JAVA工程师（总公司） (MJ000092),20454,27272,Shanghai,No,Bachelor,Fresh graduate,23863,Private-owned,1000-5000,Finance,Java Developer,medium,,,,,,,
Java中级开发工程师,13636,20454,Kunming,No,College degree,1 year,17045,Private-owned,50-150,E-commerce,Senior software engineer,medium,,,,,,,
Java开发工程师,6818,13636,Shenyang,No,Bachelor,2 years,10227,,150-500,Computer services,Software engineer,low,,,,,,,
Java开发工程师,8181,13636,Changchun,No,Bachelor,3 years,10908,Private-owned,150-500,Printing,Software engineer,low,,,,,,,
Java开发工程师（可实习）,4772,7500,Shenyang,Yes,College degree,Not Required,6136,Private-owned,150-500,E-commerce,Internet Software Development Engineer,low,,,,,,,
Java开发工程师,11363,17045,Kunming,No,College degree,Not Required,14204,Private-owned,Less than 50,Computer services,Software engineer,medium,,,,,,,
Java开发助理实习生（应届生优先）,2727,4090,Dalian,Yes,College degree,Fresh graduate,3408,Private-owned,Less than 50,Computer Software/Hardware,Technical support/maintenance engineer,low,,,,,,,
JAVA 软件研发工程师,10909,20454,Shenyang,No,Bachelor,5 years,15681,Private-owned,150-500,Professional service,Senior software engineer,medium,,,,,,,
JAVA资深架构师,13636,27272,Dalian,No,College degree,over 10 years,20454,Joint venture,150-500,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
JAVA/.NET软件开发实习生,4090,6136,Dalian,Yes,Bachelor,Fresh graduate,5113,Private-owned,50-150,Electronic technology,Internet Software Development Engineer,low,,,,,,,
Java开发工程师（***出差）,8181,13636,Shenyang,No,Bachelor,5 years,10908,Private-owned,Less than 50,Computer services,Senior software engineer,low,,,,,,,
Java开发工程师,8181,12272,Taiyuan,No,Bachelor,3 years,10226,Listed,1000-5000,E-commerce,Software engineer,low,,,,,,,
Java开发工程师,8181,13636,Shenyang,No,College degree,3 years,10908,Private-owned,50-150,E-commerce,Internet Software Development Engineer,low,,,,,,,
JAVA软件开发工程师,9545,13636,Shenyang,No,College degree,2 years,11590,Private-owned,Less than 50,Automobile Accessories,Internet Software Development Engineer,low,,,,,,,
对日Java开发工程师,10909,13636,Dalian,No,College degree,3 years,12272,Listed,150-500,Computer Software/Hardware,Java Developer,medium,,,,,,,
对日Java开发工程师,8181,16363,Dalian,No,College degree,3 years,12272,Listed,500-1000,E-commerce,Senior software engineer,medium,,,,,,,
初级软件开发工程师（Java方向）,6136,8181,Dalian,No,College degree,Fresh graduate,7158,Private-owned,150-500,Computer Software/Hardware,Web front-end development,low,,,,,,,
对日java开发工程师,8181,16363,Dalian,No,College degree,3 years,12272,Listed,500-1000,Gaming,Java Developer,medium,,,,,,,
高薪急聘 Java高级工程师,13636,20454,Dalian,No,College degree,5 years,17045,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师,10909,16363,Shenyang,No,Bachelor,3 years,13636,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,medium,,,,,,,
java全栈工程师,10909,21818,Dalian,No,College degree,3 years,16363,Private-owned,1000-5000,Computer services,Software engineer,medium,,,,,,,
java软件工程师,8181,10909,Lanzhou,No,Bachelor,3 years,9545,State-owned,150-500,Computer services,Internet Software Development Engineer,low,,,,,,,
软件开发中级工程师（JAVA）,10909,20454,Third-tier city,No,Bachelor,3 years,15681,Private-owned,500-1000,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
Java开发工程师（实习）,4090,5454,Lanzhou,Yes,Bachelor,Fresh graduate,4772,Private-owned,500-1000,Computer services,Software engineer,low,,,,,,,
Java高级开发工程师,13636,20454,Guiyang,No,Bachelor,5 years,17045,Private-owned,50-150,Finance,Senior software engineer,medium,,,,,,,
Java开发工程师,10909,13636,Guiyang,No,College degree,1 year,12272,Private-owned,150-500,Agriculture,Software engineer,medium,,,,,,,
Java前端开发工程师,10909,13636,Guiyang,No,Bachelor,2 years,12272,Private-owned,150-500,Fast moving consumer goods,Other,medium,,,,,,,
java开发工程师（下属海豚信用）,6818,13636,Yinchuan,No,College degree,3 years,10227,State-owned,500-1000,Computer services,Technical support/maintenance engineer,low,,,,,,,
JAVA后端开发工程师,13636,20454,Hohhot,No,Bachelor,2 years,17045,Listed,Over 10k,Communications/Telecommunications/Network equipment,Technical Engineer,medium,,,,,,,
Java开发工程师（内蒙古）,6136,8181,Hohhot,No,Bachelor,2 years,7158,Private-owned,50-150,Computer services,Software engineer,low,,,,,,,
Java开发工程师,8181,13636,Guiyang,No,Bachelor,2 years,10908,Private-owned,50-150,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发工程师,8181,13636,Guiyang,No,Bachelor,2 years,10908,Listed,1000-5000,Computer Software/Hardware,Software engineer,low,,,,,,,
JAVA初级开发实施驻点工程师（呼和浩特市）,5454,8181,Hohhot,No,College degree,1 year,6817,Private-owned,150-500,Computer services,Multimedia/Game Development Engineer,low,,,,,,,
Java开发工程师,13636,20454,Hohhot,No,Bachelor,3 years,17045,Private-owned,50-150,Computer services,Software engineer,medium,,,,,,,
Java前端开发工程师,8181,10909,Guiyang,No,College degree,1 year,9545,Private-owned,50-150,Engineering,Web front-end development,low,,,,,,,
Java开发工程师,8181,13636,Lanzhou,No,Bachelor,2 years,10908,Joint venture,1000-5000,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发工程师,10909,13636,Guiyang,No,College degree,1 year,12272,Private-owned,Less than 50,Electronic technology,Internet Software Development Engineer,medium,,,,,,,
Java开发工程师（中高级）-贵阳,13636,19090,Guiyang,No,Bachelor,2 years,16363,Private-owned,500-1000,Computer services,Senior software engineer,medium,,,,,,,
java工程师,10909,16363,Lanzhou,No,College degree,3 years,13636,Private-owned,Less than 50,Computer services,Internet Software Development Engineer,medium,,,,,,,
Java开发工程师,10909,16363,Guiyang,No,Bachelor,1 year,13636,Private-owned,50-150,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
Java中级开发工程师,10909,13636,Yinchuan,No,College degree,3 years,12272,Private-owned,Less than 50,Computer services,Software engineer,medium,,,,,,,
JAVA开发工程师,8181,10909,Lanzhou,No,Bachelor,2 years,9545,State-owned,150-500,Education,Internet Software Development Engineer,low,,,,,,,
Java中级开发工程师（兰州上班）,10909,13636,Lanzhou,No,College degree,3 years,12272,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
java开发工程师,10909,17727,Xining,No,Bachelor,2 years,14318,Listed,Over 10k,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
顾问/高级顾问(Java开发)-风险及控制_贵阳 (职位编号：49874WD),10909,20000,Guiyang,No,Bachelor,1 year,15454,Foreign(EU & US),1000-5000,Accounting,Internet Software Development Engineer,medium,,,,,,,
Java开发工程师,6818,10909,Guiyang,No,Bachelor,1 year,8863,Private-owned,50-150,Computer services,Software engineer,low,,,,,,,
JAVA开发工程师,13636,20454,Guiyang,No,College degree,3 years,17045,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,medium,,,,,,,
JAVA开发工程师,8181,13636,Xining,No,Bachelor,3 years,10908,Listed,500-1000,Banking,Senior software engineer,low,,,,,,,
Java开发工程师,8181,10909,Xining,No,College degree,1 year,9545,Listed,1000-5000,Computer Software/Hardware,Software engineer,low,,,,,,,
java工程师,13636,20454,Guiyang,No,Bachelor,3 years,17045,Private-owned,150-500,Computer services,Other,medium,,,,,,,
JAVA/Android/IOS开发顾问,8181,10909,Lanzhou,No,Bachelor,1 year,9545,Private-owned,Less than 50,Computer Software/Hardware,ERP development,low,,,,,,,
Java工程师,8863,12954,Guiyang,No,Bachelor,3 years,10908,Private-owned,50-150,Computer Software/Hardware,Software engineer,low,,,,,,,
上市企业编程老师/JAVA培训讲师+双休五险一金+高薪 (职位编号：03),10909,13636,Lanzhou,No,Bachelor,1 year,12272,Listed,5000-10000,Education,Lecturer/Teacher,medium,,,,,,,
Java开发工程师,10909,19090,Guiyang,No,College degree,3 years,14999,Private-owned,500-1000,E-commerce,Software engineer,medium,,,,,,,
Java开发工程师,8181,12272,Lanzhou,No,College degree,2 years,10226,Private-owned,500-1000,Communications/Telecommunications/Network equipment,Software engineer,low,,,,,,,
Java开发工程师,13636,20454,Guiyang,No,Bachelor,3 years,17045,Listed,500-1000,Computer services,Software engineer,medium,,,,,,,
Java开发工程师,13636,21818,Hohhot,No,Master,3 years,17727,State-owned,1000-5000,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Guiyang,No,Bachelor,Fresh graduate,17045,Private-owned,Less than 50,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java开发工程师,6818,9545,Xining,No,College degree,2 years,8181,Private-owned,50-150,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发实习生,2454,3409,Lanzhou,Yes,Bachelor,Fresh graduate,2931,Private-owned,Less than 50,Computer services,Java Developer,low,,,,,,,
Java开发工程师,8181,10909,Guiyang,No,Bachelor,3 years,9545,Private-owned,150-500,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发工程师,6818,13636,Xining,No,Bachelor,2 years,10227,Private-owned,1000-5000,Computer Software/Hardware,Software engineer,low,,,,,,,
JAVA开发工程师(000838)（兰州） (职位编号：000838),10909,13636,Lanzhou,No,Bachelor,Not Required,12272,State-owned,150-500,Furniture,Software engineer,medium,,,,,,,
JAVA研发工程师,11363,20454,Guiyang,No,Bachelor,3 years,15908,Joint venture,50-150,E-commerce,Software engineer,medium,,,,,,,
Java开发实习生（西宁） (职位编号：01),10909,13636,Xining,Yes,Bachelor,Fresh graduate,12272,Foreign(EU & US),150-500,Computer Software/Hardware,Java Developer,medium,,,,,,,
Java开发工程师,10909,16363,Lanzhou,No,Bachelor,3 years,13636,Private-owned,50-150,Electronic technology,Senior software engineer,medium,,,,,,,
Java开发工程师,8181,10909,Guiyang,No,College degree,1 year,9545,Private-owned,50-150,Computer Software/Hardware,Internet Software Development Engineer,low,,,,,,,
Java开发工程师,19090,40909,Changsha,No,Bachelor,Fresh graduate,29999,Private-owned,Over 10k,Communications/Telecommunications/Network equipment,Java Developer,high,,,,,,,
Java开发工程师,8181,10909,Yinchuan,No,College degree,2 years,9545,Private-owned,Less than 50,E-commerce,Senior software engineer,low,,,,,,,
赤峰大专院校JAVA讲师,6818,13636,Third-tier city,No,Not Required,1 year,10227,Private-owned,150-500,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发工程师,10909,20454,Lanzhou,No,Bachelor,3 years,15681,Private-owned,1000-5000,Computer Software/Hardware,Technical support/maintenance engineer,medium,,,,,,,
Java,8181,12272,Xining,No,Bachelor,2 years,10226,Listed,1000-5000,E-commerce,Software engineer,low,,,,,,,
Java开发工程师,8181,13636,Third-tier city,No,College degree,1 year,10908,New,150-500,Computer services,Senior software engineer,low,,,,,,,
Java开发工程师,6818,11363,Guiyang,No,College degree,1 year,9090,Listed,500-1000,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发工程师,8181,10909,Guiyang,No,Bachelor,3 years,9545,State-owned,50-150,Computer Software/Hardware,Internet Software Development Engineer,low,,,,,,,
Java项目讲师,8181,10909,Guiyang,No,Bachelor,1 year,9545,Listed,1000-5000,Education,Lecturer/Teacher,low,,,,,,,
JAVA开发工程师（中级）,8590,12272,Yinchuan,No,Bachelor,Not Required,10431,Private-owned,50-150,Computer services,Software engineer,low,,,,,,,
Java开发工程师,8181,10909,Xining,No,Not Required,1 year,9545,Private-owned,150-500,Computer services,Other,low,,,,,,,
Java高级开发工程师,17045,22727,Guiyang,No,Bachelor,3 years,19886,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师,5454,10909,Lanzhou,No,Bachelor,Not Required,8181,Private-owned,50-150,Computer services,Software engineer,low,,,,,,,
Java开发工程师,13636,16363,Lanzhou,No,Bachelor,Fresh graduate,14999,State-owned,150-500,Environmental protection,Web front-end development,medium,,,,,,,
Java开发工程师,8181,16363,Yinchuan,No,Bachelor,3 years,12272,Private-owned,500-1000,E-commerce,Software engineer,medium,,,,,,,
Java开发工程师,8181,10909,Lanzhou,No,Bachelor,2 years,9545,Foreign (except EU & US),50-150,Computer Software/Hardware,Internet Software Development Engineer,low,,,,,,,
JAVA软件工程师,8181,10909,Lanzhou,No,Bachelor,2 years,9545,Foreign(EU & US),500-1000,Computer Software/Hardware,Senior software engineer,low,,,,,,,
Java开发工程师,16363,27272,Third-tier city,No,Bachelor,1 year,21817,Listed,50-150,Computer services,Software engineer,medium,,,,,,,
Java开发工程师,6818,13636,Guiyang,No,Bachelor,3 years,10227,Joint venture,1000-5000,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发实习生,2727,4090,Guiyang,Yes,Bachelor,Fresh graduate,3408,Listed,Over 10k,Finance,Java Developer,low,,,,,,,
Java开发工程师（贵阳）,6818,13636,Guiyang,No,Bachelor,1 year,10227,Listed,150-500,Computer Software/Hardware,Software engineer,low,,,,,,,
Java初级开发工程师,13636,20454,Lanzhou,No,College degree,2 years,17045,Private-owned,500-1000,Transportation,Software engineer,medium,,,,,,,
JAVA软件工程师,8181,16363,Wuhan,No,Bachelor,1 year,12272,State-owned,50-150,Education,Software engineer,medium,,,,,,,
Java高级开发工程师,8181,16363,Guiyang,No,College degree,2 years,12272,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师,10909,13636,Lanzhou,No,Bachelor,2 years,12272,Private-owned,150-500,Computer Software/Hardware,Other,medium,,,,,,,
Java开发工程师,13636,20454,Guiyang,No,Not Required,5 years,17045,Private-owned,150-500,Computer Software/Hardware,Software engineer,medium,,,,,,,
JAVA开发工程师（YD11wmj）(J11817),9545,12272,Lanzhou,No,Bachelor,3 years,10908,Listed,5000-10000,Computer services,Internet Software Development Engineer,low,,,,,,,
Java中级开发工程师,8181,12272,Guiyang,No,College degree,2 years,10226,Private-owned,50-150,Computer services,Software engineer,low,,,,,,,
Java开发实习生,8181,10909,Beijing,Yes,College degree,Fresh graduate,9545,Private-owned,150-500,Electronic technology,Software engineer,low,,,,,,,
Java开发工程师,10909,16363,Guiyang,No,College degree,2 years,13636,Private-owned,50-150,New energy,Java Developer,medium,,,,,,,
Java开发工程师（呼和浩特）,8181,13636,Hohhot,No,Bachelor,5 years,10908,Listed,500-1000,Communications/Telecommunications/Network equipment,Software engineer,low,,,,,,,
Java高级开发工程师,16363,24545,Xining,No,Bachelor,5 years,20454,Private-owned,1000-5000,Computer services,Senior software engineer,medium,,,,,,,
Java开发工程师,10909,20454,Lanzhou,No,Bachelor,2 years,15681,Private-owned,1000-5000,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
JAVA开发工程师,5454,10909,Xining,No,Bachelor,1 year,8181,Private-owned,500-1000,Electronic technology,Senior software engineer,low,,,,,,,
Java开发工程师,5454,8181,Guiyang,No,Bachelor,1 year,6817,Private-owned,50-150,Computer services,Software engineer,low,,,,,,,
Java开发工程师,10909,13636,Guiyang,No,College degree,1 year,12272,Joint venture,50-150,Communications/Telecommunications/Network equipment,Java Developer,medium,,,,,,,
Java开发工程师,13636,20454,Hohhot,No,Bachelor,3 years,17045,Listed,1000-5000,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
JAVA开发工程师（银行）,8181,13636,Guiyang,No,Bachelor,2 years,10908,Private-owned,150-500,Computer Software/Hardware,Software engineer,low,,,,,,,
Java高级开发工程师,13636,19090,Guiyang,No,College degree,5 years,16363,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
JAVA开发工程师,5454,10909,Third-tier city,No,Bachelor,Fresh graduate,8181,Listed,500-1000,Computer Software/Hardware,Software engineer,low,,,,,,,
开发工程师（Java、前端）,5454,8181,Yinchuan,No,College degree,2 years,6817,Private-owned,50-150,Electronic technology,Java Developer,low,,,,,,,
Java开发工程师,10909,13636,Guiyang,No,Bachelor,3 years,12272,Private-owned,150-500,Electric,Senior software engineer,medium,,,,,,,
Java软件工程师（贵阳驻点）,8181,16363,Guiyang,No,College degree,1 year,12272,Listed,1000-5000,Computer Software/Hardware,Internet Software Development Engineer,medium,,,,,,,
Java开发工程师,5454,8181,Lanzhou,No,Not Required,1 year,6817,Foreign (except EU & US),Less than 50,Computer services,Software engineer,low,,,,,,,
JAVA研发工程师,6136,8181,Guiyang,No,Bachelor,3 years,7158,State-owned,150-500,Computer services,Software engineer,low,,,,,,,
Java开发工程师--天水,9545,12272,Third-tier city,No,Bachelor,3 years,10908,Private-owned,500-1000,Communications/Telecommunications/Network equipment,Senior software engineer,low,,,,,,,
java开发,8181,10909,Lanzhou,No,College degree,2 years,9545,Private-owned,500-1000,Computer Software/Hardware,Software engineer,low,,,,,,,
Java初级开发工程师,4090,10909,Yinchuan,No,College degree,2 years,7499,Private-owned,Less than 50,Computer Software/Hardware,Java Developer,low,,,,,,,
Java中高级开发工程师—呼和浩特,13636,40909,Hohhot,No,Bachelor,3 years,27272,Private-owned,1000-5000,Computer Software/Hardware,Java Developer,high,,,,,,,
